date,temperature_2m_min,temperature_2m_mean,temperature_2m_max,relative_humidity_2m_min,relative_humidity_2m_mean,relative_humidity_2m_max,dew_point_2m_min,dew_point_2m_mean,dew_point_2m_max,apparent_temperature_min,apparent_temperature_mean,apparent_temperature_max,precipitation_min,precipitation_mean,precipitation_max,rain_min,rain_mean,rain_max,showers_min,showers_mean,showers_max,weather_code_min,weather_code_mean,weather_code_max,pressure_msl_min,pressure_msl_mean,pressure_msl_max,surface_pressure_min,surface_pressure_mean,surface_pressure_max,cloud_cover_min,cloud_cover_mean,cloud_cover_max,cloud_cover_low_min,cloud_cover_low_mean,cloud_cover_low_max,cloud_cover_mid_min,cloud_cover_mid_mean,cloud_cover_mid_max,cloud_cover_high_min,cloud_cover_high_mean,cloud_cover_high_max,et0_fao_evapotranspiration_min,et0_fao_evapotranspiration_mean,et0_fao_evapotranspiration_max,vapour_pressure_deficit_min,vapour_pressure_deficit_mean,vapour_pressure_deficit_max,wind_speed_10m_min,wind_speed_10m_mean,wind_speed_10m_max,wind_speed_100m_min,wind_speed_100m_mean,wind_speed_100m_max,wind_direction_10m_min,wind_direction_10m_mean,wind_direction_10m_max,wind_gusts_10m_min,wind_gusts_10m_mean,wind_gusts_10m_max,shortwave_radiation_min,shortwave_radiation_mean,shortwave_radiation_max,direct_radiation_min,direct_radiation_mean,direct_radiation_max,diffuse_radiation_min,diffuse_radiation_mean,diffuse_radiation_max,direct_normal_irradiance_min,direct_normal_irradiance_mean,direct_normal_irradiance_max,terrestrial_radiation_instant_min,terrestrial_radiation_instant_mean,terrestrial_radiation_instant_max,sunshine_duration_min,sunshine_duration_mean,sunshine_duration_max
2020-09-24,25.4,27.95833333333333,31.4,66,86.45833333333333,98,24.2,25.35,26.1,31.4,34.50416666666667,38.3,0.0,0.1583333333333333,1.0,0.0,0.1583333333333333,1.0,0.0,0.0,0.0,1,25.20833333333333,55,1007.7,1009.8083333333334,1011.7,1006.9,1009.0083333333332,1010.9,23,73.08333333333333,100,0,16.958333333333332,43,0,11.291666666666666,40,0,62.29166666666666,99,0.0,0.1683333333333333,0.6,0.06,0.55625,1.57,0.7,4.566666666666666,11.4,1.3,6.4375,14.2,28,198.16666666666663,360,3.6,12.6,27.4,0.0,226.58333333333331,789.0,0.0,146.66666666666666,608.0,0.0,79.91666666666667,252.0,0.0,204.20833333333331,655.7,0.0,408.23333333333335,1284.2,0.0,1561.66875,3600.0
2020-09-25,25.8,28.6375,32.5,68,85.16666666666667,97,25.3,25.77083333333333,26.5,32.1,35.395833333333336,40.9,0.0,0.0874999999999999,1.7,0.0,0.0874999999999999,1.7,0.0,0.0,0.0,2,11.083333333333334,61,1004.7,1007.8375,1010.4,1003.9,1007.0375,1009.6,53,81.70833333333333,99,0,7.583333333333333,29,1,6.708333333333333,13,47,81.79166666666667,99,0.0,0.1754166666666666,0.6,0.1,0.6341666666666667,1.56,0.5,5.083333333333333,13.7,2.6,9.008333333333333,17.7,63,159.79166666666666,315,2.9,14.483333333333334,31.3,0.0,231.04166666666663,785.0,0.0,151.41666666666666,597.0,0.0,79.625,262.0,0.0,216.1291666666667,636.5,0.0,407.01666666666665,1281.8,0.0,1642.4733333333334,3600.0
2020-09-26,25.6,29.320833333333336,32.6,61,79.33333333333333,94,23.7,25.2,26.5,31.3,35.545833333333334,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.458333333333333,3,1003.2,1006.3666666666668,1008.4,1002.4,1005.5666666666666,1007.6,7,77.16666666666667,98,0,4.541666666666667,13,1,4.125,8,0,75.79166666666667,98,0.0,0.1970833333333333,0.64,0.2,0.9058333333333332,1.91,0.8,6.554166666666667,11.2,1.3,11.95,18.7,14,141.29166666666666,297,6.8,15.691666666666668,26.6,0.0,251.0,834.0,0.0,190.29166666666663,675.0,0.0,60.708333333333336,181.0,0.0,273.1041666666667,762.8,0.0,405.7833333333333,1279.3,0.0,1664.7166666666665,3600.0
2020-09-27,25.9,28.7,31.6,66,82.875,97,24.3,25.366666666666664,27.0,32.3,34.63333333333333,38.6,0.0,0.0458333333333333,0.4,0.0,0.0458333333333333,0.4,0.0,0.0,0.0,3,19.0,51,1004.7,1007.2291666666666,1009.3,1003.9,1006.4291666666668,1008.5,83,96.83333333333331,100,0,12.125,49,0,8.541666666666666,45,80,96.25,100,0.0,0.1666666666666666,0.53,0.11,0.71375,1.56,3.1,8.145833333333334,17.6,4.7,13.3375,24.2,5,145.20833333333334,315,5.8,19.70833333333333,35.6,0.0,209.33333333333331,684.0,0.0,128.58333333333334,483.0,0.0,80.75,274.0,0.0,185.375,555.8,0.0,404.5375,1276.8,0.0,1592.5816666666667,3600.0
2020-09-28,25.3,26.95,29.5,78,89.16666666666667,95,24.2,25.0,25.8,30.8,32.862500000000004,36.1,0.0,0.5416666666666666,2.3,0.0,0.5416666666666666,2.3,0.0,0.0,0.0,3,48.75,61,1005.5,1007.8833333333332,1010.3,1004.7,1007.0833333333334,1009.5,81,97.04166666666669,100,9,46.91666666666666,100,7,26.33333333333333,60,77,94.29166666666669,100,0.0,0.1016666666666666,0.49,0.16,0.3958333333333333,0.9,1.8,6.216666666666666,11.9,2.5,10.2125,16.5,29,121.91666666666669,306,5.4,17.175,28.8,0.0,136.29166666666666,685.0,0.0,53.25,359.0,0.0,83.04166666666667,326.0,0.0,76.93333333333334,427.6,0.0,403.2708333333333,1274.2,0.0,806.22625,3600.0
2020-09-29,25.5,27.2125,29.3,82,89.91666666666667,97,24.7,25.391666666666666,26.2,31.5,33.604166666666664,36.5,0.0,0.225,2.1,0.0,0.225,2.1,0.0,0.0,0.0,3,31.666666666666668,61,1004.4,1007.1333333333332,1009.2,1003.6,1006.3333333333334,1008.4,81,97.5,100,0,25.25,100,0,16.541666666666668,45,91,97.79166666666669,100,0.0,0.0929166666666666,0.37,0.1,0.3775,0.7,0.8,4.304166666666666,8.4,1.6,7.554166666666666,16.4,16,185.375,304,5.4,14.175,22.7,0.0,119.70833333333331,490.0,0.0,26.041666666666668,156.0,0.0,93.66666666666669,366.0,0.0,38.42916666666667,222.6,0.0,401.9875,1271.6,0.0,390.2679166666667,3600.0
2020-09-30,25.0,28.29583333333333,31.9,65,81.29166666666667,95,23.6,24.64583333333333,25.2,30.4,34.175000000000004,39.1,0.0,0.0166666666666666,0.3,0.0,0.0166666666666666,0.3,0.0,0.0,0.0,0,6.333333333333333,51,1002.9,1005.65,1008.2,1002.1,1004.85,1007.4,14,74.95833333333333,99,0,4.5,24,0,24.20833333333333,94,1,71.75,99,0.0,0.1654166666666666,0.63,0.16,0.77,1.66,1.1,5.8875,10.2,1.5,11.0375,17.8,6,126.79166666666669,252,7.6,13.804166666666667,22.7,0.0,214.5,829.0,0.0,139.25,640.0,0.0,75.25,294.0,0.0,196.41666666666663,701.9,0.0,400.70416666666665,1269.0,0.0,1435.37,3600.0
2020-10-01,25.6,28.016666666666666,31.0,74,84.95833333333333,97,24.1,25.15833333333333,26.1,31.3,34.1625,37.7,0.0,0.1416666666666666,0.8,0.0,0.1416666666666666,0.8,0.0,0.0,0.0,2,31.041666666666668,53,1004.0,1006.2875,1008.5,1003.2,1005.4875,1007.7,50,86.25,97,3,14.875,30,1,14.583333333333334,36,49,84.08333333333333,96,0.0,0.1583333333333333,0.57,0.11,0.5991666666666666,1.18,1.5,6.104166666666667,13.8,2.0,9.533333333333331,18.2,67,153.375,323,5.4,15.433333333333332,30.6,0.0,213.91666666666663,784.0,0.0,135.875,528.0,0.0,78.04166666666667,261.0,0.0,190.4416666666667,595.3,0.0,399.4,1266.3,0.0,1574.6220833333334,3600.0
2020-10-02,25.4,27.195833333333336,29.5,79,89.875,97,24.6,25.35,25.9,31.5,33.4125,35.6,0.0,0.4875,5.5,0.0,0.4875,5.5,0.0,0.0,0.0,2,40.208333333333336,63,1005.7,1007.6791666666668,1010.0,1004.9,1006.8791666666666,1009.2,25,85.41666666666667,100,17,33.416666666666664,81,8,17.958333333333332,45,3,80.95833333333333,100,0.0,0.1149999999999999,0.45,0.09,0.3799999999999999,0.86,1.8,5.445833333333333,11.9,4.2,8.387500000000001,15.0,22,142.20833333333334,353,2.9,14.479166666666666,27.4,0.0,157.29166666666666,613.0,0.0,62.958333333333336,271.0,0.0,94.33333333333331,342.0,0.0,96.23333333333332,360.3,0.0,398.05,1263.5,0.0,1375.5395833333332,3600.0
2020-10-03,25.6,27.058333333333334,29.3,77,89.875,98,24.6,25.2,25.7,31.9,33.233333333333334,34.7,0.0,0.3374999999999999,3.3,0.0,0.3374999999999999,3.3,0.0,0.0,0.0,3,41.91666666666666,63,1006.0,1008.7125,1011.1,1005.2,1007.9125,1010.3,83,96.75,100,1,30.166666666666668,54,3,24.20833333333333,65,77,95.58333333333331,100,0.0,0.1012499999999999,0.35,0.07,0.37875,0.94,1.3,4.9625,10.6,0.8,7.625,14.5,30,155.16666666666666,315,2.2,13.579166666666666,23.8,0.0,135.29166666666666,491.0,0.0,38.91666666666666,218.0,0.0,96.375,326.0,0.0,60.26666666666667,316.9,0.0,396.6875,1260.6,0.0,780.3566666666667,3600.0
2020-10-04,25.3,27.22083333333333,30.0,77,89.95833333333333,98,24.7,25.35833333333333,26.2,31.7,33.7125,38.1,0.0,0.225,2.3,0.0,0.225,2.3,0.0,0.0,0.0,2,25.625,61,1006.4,1008.95,1011.5,1005.6,1008.15,1010.7,76,89.66666666666667,100,0,16.375,38,4,15.875,33,39,85.70833333333333,100,0.0,0.13,0.57,0.06,0.3854166666666667,0.97,0.5,4.3375,9.2,0.8,5.966666666666666,11.7,36,149.04166666666666,238,4.3,11.920833333333334,24.8,0.0,176.83333333333334,785.0,0.0,88.04166666666667,562.0,0.0,88.79166666666667,358.0,0.0,122.8375,684.1,0.0,395.29583333333335,1257.7,0.0,1031.2408333333333,3600.0
2020-10-05,25.0,27.0375,29.4,80,90.5,99,24.7,25.304166666666664,26.7,31.1,33.300000000000004,36.7,0.0,0.2916666666666667,1.0,0.0,0.2916666666666667,1.0,0.0,0.0,0.0,0,35.0,55,1007.4,1009.3125,1011.6,1006.6,1008.5125,1010.8,12,47.208333333333336,86,7,29.08333333333333,82,2,19.95833333333333,58,0,17.125,85,0.0,0.1395833333333333,0.51,0.05,0.3554166666666667,0.79,0.7,5.458333333333333,15.0,1.5,7.433333333333334,19.4,7,163.29166666666666,345,2.5,17.579166666666666,33.1,0.0,198.20833333333331,761.0,0.0,125.58333333333331,586.0,0.0,72.625,280.0,0.0,184.79166666666663,652.6,0.0,393.9,1254.7,0.0,1556.8916666666669,3600.0
2020-10-06,25.1,26.370833333333334,29.2,81,91.0,96,24.1,24.77083333333333,26.0,29.6,31.25,34.8,0.1,0.7791666666666667,3.3,0.1,0.7791666666666667,3.3,0.0,0.0,0.0,51,53.333333333333336,63,1009.1,1010.7458333333334,1012.5,1008.3,1009.9458333333332,1011.7,45,81.08333333333333,100,27,75.125,100,17,39.208333333333336,66,0,24.5,89,0.0,0.1154166666666666,0.47,0.12,0.315,0.76,3.3,12.191666666666665,19.4,7.8,19.2,30.1,23,57.708333333333336,354,7.6,26.354166666666668,38.5,0.0,164.875,682.0,0.0,78.79166666666667,384.0,0.0,86.08333333333333,333.0,0.0,108.09166666666664,444.2,0.0,392.4791666666667,1251.7,0.0,1151.1983333333335,3600.0
